user_genome	classification	fastani_reference	fastani_reference_radius	fastani_taxonomy	fastani_ani	fastani_af	closest_placement_reference	closest_placement_radius	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references(genome_id,species_name,radius,ANI,AF)	msa_percent	translation_table	red_value	warnings
megahit:Water_Saipan-deep_03R0004_289_1___:bin.1	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__UBA3495;f__UBA3495;g__UBA9611;s__UBA9611 sp002697005	GCA_002697005.1	95.0	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__UBA3495;f__UBA3495;g__UBA9611;s__UBA9611 sp002697005	98.41	0.62	GCA_002697005.1	95.0	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__UBA3495;f__UBA3495;g__UBA9611;s__UBA9611 sp002697005	98.41	0.62	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__UBA3495;f__UBA3495;g__UBA9611;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_913031095.1, s__UBA9611 sp913031095, 95.0, 93.62, 0.61; GCA_009392095.1, s__UBA9611 sp009391975, 95.0, 78.93, 0.38; GCA_002328185.1, s__UBA9611 sp002328185, 95.0, 78.45, 0.47; GCA_009392075.1, s__UBA9611 sp009392075, 95.0, 78.18, 0.29; GCA_002746355.1, s__UBA9611 sp002746355, 95.0, 78.08, 0.43; GCA_022563275.1, s__UBA9611 sp022563275, 95.0, 77.64, 0.41; GCA_002698265.1, s__UBA9611 sp002698265, 95.0, 77.56, 0.31; GCA_022562475.1, s__UBA9611 sp022562475, 95.0, 77.52, 0.37; GCA_022573285.1, s__UBA9611 sp022573285, 95.0, 77.49, 0.37; GCA_022571575.1, s__UBA9611 sp022571575, 95.0, 77.34, 0.21; GCA_002721995.1, s__UBA9611 sp002721995, 95.0, 77.31, 0.27; GCA_013204585.1, s__UBA9611 sp013204585, 95.0, 77.25, 0.26; GCA_002816575.1, s__UBA9611 sp002816575, 95.0, 77.1, 0.23; GCA_012959605.1, s__UBA9611 sp012959605, 95.0, 77.03, 0.3; GCA_002816585.1, s__UBA9611 sp002816585, 95.0, 76.98, 0.21; GCA_002730485.1, s__UBA9611 sp002730485, 95.0, 76.86, 0.23; GCA_022451925.1, s__UBA9611 sp022451925, 95.0, 76.37, 0.15	65.46	11	N/A	N/A
megahit:Water_Saipan-deep_03R0004_289_1___:bin.3	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Oleiphilaceae;g__Marinobacter;s__Marinobacter nauticus	GCF_003634635.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Oleiphilaceae;g__Marinobacter;s__Marinobacter nauticus	96.38	0.85	GCF_003634635.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Oleiphilaceae;g__Marinobacter;s__Marinobacter nauticus	96.38	0.85	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Oleiphilaceae;g__Marinobacter;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_002258215.1, s__Marinobacter vinifirmus, 95.0, 83.82, 0.6; GCF_001447155.2, s__Marinobacter sp001447155, 95.0, 83.17, 0.63; GCF_003007715.1, s__Marinobacter shengliensis, 95.0, 81.95, 0.6; GCF_000421165.1, s__Marinobacter daepoensis, 95.0, 81.88, 0.59; GCF_003007675.1, s__Marinobacter fuscus, 95.0, 81.32, 0.54; GCA_003030785.1, s__Marinobacter sp003030785, 95.0, 80.98, 0.34; GCF_900114155.1, s__Marinobacter persicus, 95.0, 80.81, 0.41; GCF_000235625.1, s__Marinobacter manganoxydans, 96.5877, 80.7, 0.48; GCA_014859525.1, s__Marinobacter sp014859525, 95.0, 80.66, 0.43; GCF_003315345.1, s__Marinobacter pelagius_A, 95.0, 80.61, 0.49; GCF_002933295.1, s__Marinobacter flavimaris, 96.6719, 80.58, 0.48; GCA_018402255.1, s__Marinobacter sp018402255, 95.0, 80.47, 0.52; GCA_001314845.1, s__Marinobacter excellens_B, 95.0, 80.47, 0.5; GCF_003007685.1, s__Marinobacter halophilus, 95.0, 80.46, 0.52; GCF_900114925.1, s__Marinobacter pelagius, 95.0, 80.42, 0.49; GCF_002934325.1, s__Marinobacter persicus_A, 95.0, 80.38, 0.39; GCA_018623515.1, s__Marinobacter sp018623515, 95.0, 80.31, 0.41; GCF_023156235.1, s__Marinobacter goseongensis, 95.0, 80.2, 0.41; GCF_014201735.1, s__Marinobacter oulmenensis, 95.0, 80.2, 0.4; GCF_022343555.1, s__Marinobacter sp022343555, 95.0, 80.09, 0.47; GCF_018424605.1, s__Marinobacter lipolyticus_B, 95.0, 80.08, 0.44; GCF_900115175.1, s__Marinobacter gudaonensis, 95.0, 80.06, 0.48; GCF_003994855.1, s__Marinobacter sp003994855, 95.0, 79.93, 0.4; GCA_014762755.1, s__Marinobacter sp014762755, 95.0, 79.91, 0.36; GCF_001650915.1, s__Marinobacter sp001650915, 95.0, 79.89, 0.5; GCF_002744715.1, s__Marinobacter profundi, 95.0, 79.89, 0.42; GCF_001045555.1, s__Marinobacter subterrani, 95.0, 79.87, 0.46; GCA_913055835.1, s__Marinobacter sp913055835, 95.0, 79.86, 0.47; GCF_008795955.1, s__Marinobacter denitrificans, 95.0, 79.8, 0.43; GCF_002933275.1, s__Marinobacter maroccanus, 95.0, 79.78, 0.49; GCF_009617755.1, s__Marinobacter salsuginis, 95.0, 79.78, 0.5; GCF_900188315.1, s__Marinobacter sp900188315, 95.8497, 79.75, 0.46; GCF_003441595.1, s__Marinobacter sp003441595, 95.0, 79.75, 0.46; GCF_002744735.1, s__Marinobacter guineae, 95.0, 79.72, 0.46; GCF_000166295.1, s__Marinobacter adhaerens, 96.6719, 79.67, 0.47; GCF_008107725.1, s__Marinobacter sp008107725, 95.0, 79.67, 0.47; GCF_003336705.1, s__Marinobacter litoralis, 95.0, 79.66, 0.4; GCF_023016065.1, s__Marinobacter sp023016065, 95.0, 79.65, 0.4; GCF_900188435.1, s__Marinobacter sp900188435, 95.0, 79.63, 0.44; GCF_900111555.1, s__Marinobacter segnicrescens, 95.0, 79.62, 0.3; GCF_023156285.1, s__Marinobacter koreensis, 95.0, 79.59, 0.41; GCF_019264345.1, s__Marinobacter arenosus, 95.0, 79.58, 0.43; GCF_019443085.1, s__Marinobacter sp019443085, 95.0, 79.55, 0.4; GCF_019392195.1, s__Marinobacter sp019392195, 95.0, 79.54, 0.45; GCF_000347775.1, s__Marinobacter santoriniensis, 95.0, 79.54, 0.41; GCA_017643965.1, s__Marinobacter sp017643965, 95.0, 79.53, 0.35; GCF_008370345.1, s__Marinobacter salinexigens, 95.0, 79.48, 0.39; GCA_000831005.1, s__Marinobacter salarius, 95.0, 79.45, 0.4; GCA_014359475.1, s__Marinobacter sp014359475, 95.0, 79.41, 0.3; GCF_000830985.1, s__Marinobacter similis, 95.0, 79.41, 0.42; GCF_016820575.1, s__Marinobacter sediminum, 95.0, 79.38, 0.39; GCF_016427555.1, s__Marinobacter litoralis_A, 95.0, 79.38, 0.43; GCF_000397065.2, s__Marinobacter lipolyticus, 95.0, 79.35, 0.39; GCF_000708045.1, s__Marinobacter nitratireducens, 95.0, 79.31, 0.4; GCF_005871205.1, s__Marinobacter alexandrii, 95.0, 79.28, 0.41; GCA_013393545.1, s__Marinobacter sp013393545, 95.0, 79.24, 0.34; GCF_004353225.1, s__Marinobacter sp004353225, 95.0, 79.19, 0.37; GCA_001314605.1, s__Marinobacter sp001314605, 95.0, 79.17, 0.42; GCA_022014155.1, s__Marinobacter sp022014155, 95.0, 79.16, 0.34; GCF_001981305.1, s__Marinobacter lutaoensis, 95.0, 79.14, 0.41; GCF_000170835.1, s__Marinobacter algicola, 95.0, 79.11, 0.36; GCF_018860425.1, s__Marinobacter sp018860425, 95.0, 79.09, 0.36; GCF_005298175.1, s__Marinobacter sp005298175, 95.0, 79.07, 0.41; GCF_003344045.1, s__Marinobacter vulgaris, 95.0, 79.02, 0.37; GCA_913057975.1, s__Marinobacter sp913057975, 95.0, 79.02, 0.34; GCF_001854125.1, s__Marinobacter salinus, 95.0, 79.0, 0.4; GCF_023657445.1, s__Marinobacter sediminum_A, 95.0, 78.98, 0.38; GCF_019931195.1, s__Marinobacter sp019931195, 95.0, 78.96, 0.33; GCA_002726615.1, s__Marinobacter sp002726615, 95.0, 78.86, 0.26; GCF_017301335.1, s__Marinobacter sp017301335, 95.0, 78.84, 0.35; GCF_004792665.1, s__Marinobacter orientalis, 95.0, 78.76, 0.34; GCF_008795985.1, s__Marinobacter halotolerans, 95.0, 78.75, 0.32; GCA_002707215.1, s__Marinobacter sp002707215, 95.0, 78.73, 0.26; GCF_002806975.1, s__Marinobacter aromaticivorans, 95.0, 78.72, 0.35; GCF_016597725.1, s__Marinobacter sp016597725, 95.0, 78.63, 0.25; GCF_004785685.1, s__Marinobacter confluentis, 95.0, 78.62, 0.34; GCF_023555055.1, s__Marinobacter sp023555055, 95.0, 78.62, 0.35; GCF_016597815.1, s__Marinobacter sp016597815, 95.0, 78.59, 0.28; GCF_900106945.1, s__Marinobacter mobilis, 95.0, 78.49, 0.29; GCF_023156385.1, s__Marinobacter xestospongiae, 95.0, 78.44, 0.34; GCF_023016045.1, s__Marinobacter sp023016045, 95.0, 78.42, 0.26; GCF_002806945.1, s__Marinobacter salexigens, 95.0, 78.41, 0.28; GCF_007671675.1, s__Marinobacter maritimus, 95.0, 78.4, 0.32; GCF_900114775.1, s__Marinobacter zhejiangensis, 95.0, 78.37, 0.28; GCF_003318275.1, s__Marinobacter sp003318275, 95.0, 78.29, 0.22; GCF_900142385.1, s__Marinobacter antarcticus, 95.0, 78.18, 0.33; GCA_018066865.1, s__Marinobacter sp018066865, 95.0, 78.16, 0.28; GCF_007671655.1, s__Marinobacter piscensis, 95.0, 78.15, 0.27; GCF_900115285.1, s__Marinobacter daqiaonensis, 95.0, 78.13, 0.29; GCF_002407605.1, s__Marinobacter sp002407605, 95.0, 78.1, 0.28; GCA_011049865.1, s__Marinobacter antarcticus_A, 95.0, 78.08, 0.26; GCF_018860765.1, s__Marinobacter salexigens_A, 95.0, 77.96, 0.25; GCF_001858325.1, s__Marinobacter sp001858325, 95.0, 77.86, 0.29; GCF_900215155.1, s__Marinobacter sp900215155, 95.0, 77.81, 0.27; GCF_000372805.1, s__Marinobacter gelidimuriae, 95.0, 77.7, 0.22; GCF_023311895.1, s__Marinobacter sp023311895, 95.0, 77.64, 0.23; GCF_001043175.1, s__Marinobacter psychrophilus, 95.0, 77.63, 0.18; GCF_000169375.1, s__Marinobacter sp000169375, 95.0, 77.6, 0.22; GCF_002563885.1, s__Marinobacter sp002563885, 95.0, 77.48, 0.23	62.13	11	N/A	N/A
megahit:Water_Saipan-deep_26R0012_284_1___:bin.2	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__SAR202;f__UBA826;g__GCA-002712965;s__GCA-002712965 sp009391195	GCA_009391195.1	95.0	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__SAR202;f__UBA826;g__GCA-002712965;s__GCA-002712965 sp009391195	98.98	0.72	GCA_009391195.1	95.0	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__SAR202;f__UBA826;g__GCA-002712965;s__GCA-002712965 sp009391195	98.98	0.72	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__SAR202;f__UBA826;g__GCA-002712965;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_002696685.1, s__GCA-002712965 sp002696685, 95.0, 86.5, 0.78; GCA_009392815.1, s__GCA-002712965 sp009392815, 95.0, 80.45, 0.58	57.02	11	N/A	N/A
megahit:Water_Saipan-deep_Midchannel_379_0___:bin.5	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__HTCC2089;g__UBA11889;s__UBA11889 sp002715785	GCA_002715785.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__HTCC2089;g__UBA11889;s__UBA11889 sp002715785	99.09	0.86	GCA_002715785.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__HTCC2089;g__UBA11889;s__UBA11889 sp002715785	99.09	0.86	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__HTCC2089;g__UBA11889;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_002719135.1, s__UBA11889 sp002719135, 95.0, 84.03, 0.71; GCA_022448085.1, s__UBA11889 sp022448085, 95.0, 84.02, 0.86; GCA_002313255.1, s__UBA11889 sp002313255, 95.0, 83.86, 0.86; GCA_913030615.1, s__UBA11889 sp913030615, 95.0, 83.39, 0.75; GCA_022448765.1, s__UBA11889 sp022448765, 95.0, 78.97, 0.54; GCA_002708205.1, s__UBA11889 sp002708205, 95.0, 76.44, 0.02	71.36	11	N/A	N/A
megahit:Water_Saipan-shallow_Avenger_4.5_1_N_-6.781409282_-8.081768875:bin.4	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Puniceispirillales;f__UBA1172;g__JAGWAQ01;s__JAGWAQ01 sp011522975	GCA_011522975.1	95.0	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Puniceispirillales;f__UBA1172;g__JAGWAQ01;s__JAGWAQ01 sp011522975	98.77	0.98	GCA_011522975.1	95.0	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Puniceispirillales;f__UBA1172;g__JAGWAQ01;s__JAGWAQ01 sp011522975	98.77	0.98	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Puniceispirillales;f__UBA1172;g__JAGWAQ01;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_913056245.1, s__JAGWAQ01 sp913056245, 95.0, 77.89, 0.5; GCA_021296375.1, s__JAGWAQ01 sp021296375, 95.0, 76.17, 0.25	42.3	11	N/A	N/A
megahit:Water_Saipan-shallow_Hellcat_8.5_1_ABCEG_2.41_18.22:bin.3	d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Nanopelagicales;f__S36-B12;g__S36-B12;s__S36-B12 sp002728915	GCA_002728915.1	95.0	d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Nanopelagicales;f__S36-B12;g__S36-B12;s__S36-B12 sp002728915	96.12	0.72	GCA_002694095.1	95.0	d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Nanopelagicales;f__S36-B12;g__S36-B12;s__S36-B12 sp002694095	95.62	0.81	d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Nanopelagicales;f__S36-B12;g__S36-B12;s__	ANI	topological placement and ANI have incongruent species assignments	GCA_012103605.1, s__S36-B12 sp012103605, 95.0, 92.97, 0.69; GCA_010029945.1, s__S36-B12 sp010029945, 95.0, 92.53, 0.72; GCA_002729215.1, s__S36-B12 sp002729215, 95.0, 91.08, 0.81; GCA_913061025.1, s__S36-B12 sp913061025, 95.0, 78.13, 0.24; GCA_913057155.1, s__S36-B12 sp913057155, 95.0, 77.94, 0.2; GCA_018402235.1, s__S36-B12 sp018402235, 95.0, 77.81, 0.24	53.74	11	N/A	N/A
megahit:Water_Saipan-shallow_Hellcat_8.5_1_K_0.2_18:bin.1	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Puniceispirillales;f__Puniceispirillaceae;g__UBA8309;s__UBA8309 sp011524735	GCA_011524735.1	95.0	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Puniceispirillales;f__Puniceispirillaceae;g__UBA8309;s__UBA8309 sp011524735	96.73	0.84	GCA_011524735.1	95.0	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Puniceispirillales;f__Puniceispirillaceae;g__UBA8309;s__UBA8309 sp011524735	96.73	0.84	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Puniceispirillales;f__Puniceispirillaceae;g__UBA8309;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_011522725.1, s__UBA8309 sp001627655, 95.0, 77.99, 0.28; GCA_002686685.1, s__UBA8309 sp002686685, 95.0, 77.91, 0.22; GCA_002457745.1, s__UBA8309 sp002457745, 95.0, 77.72, 0.27; GCA_022425565.1, s__UBA8309 sp022425565, 95.0, 77.55, 0.27; GCA_016780765.1, s__UBA8309 sp016780765, 95.0, 77.49, 0.22; GCA_018624035.1, s__UBA8309 sp018624035, 95.0, 77.45, 0.31; GCA_913048595.1, s__UBA8309 sp913048595, 95.0, 77.36, 0.25; GCA_004213025.1, s__UBA8309 sp004213025, 95.0, 77.32, 0.18; GCA_009920665.1, s__UBA8309 sp009920665, 95.0, 77.18, 0.36; GCA_002683535.1, s__UBA8309 sp002683535, 95.0, 77.09, 0.17; GCA_002731315.1, s__UBA8309 sp002731315, 95.0, 76.93, 0.1; GCA_009936825.1, s__UBA8309 sp009936825, 95.0, 76.72, 0.1; GCA_913031555.1, s__UBA8309 sp913031555, 95.0, 76.52, 0.19	57.0	11	N/A	N/A
megahit:Water_Saipan-shallow_Hellcat_8.5_1_K_0.2_18:bin.3	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Puniceispirillales;f__UBA1172;g__JAGWAQ01;s__JAGWAQ01 sp011522975	GCA_011522975.1	95.0	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Puniceispirillales;f__UBA1172;g__JAGWAQ01;s__JAGWAQ01 sp011522975	98.53	0.89	GCA_011522975.1	95.0	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Puniceispirillales;f__UBA1172;g__JAGWAQ01;s__JAGWAQ01 sp011522975	98.53	0.89	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Puniceispirillales;f__UBA1172;g__JAGWAQ01;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_913056245.1, s__JAGWAQ01 sp913056245, 95.0, 78.41, 0.43; GCA_021296375.1, s__JAGWAQ01 sp021296375, 95.0, 77.19, 0.27	81.17	11	N/A	N/A
megahit:Water_Saipan-shallow_Hellcat_8.5_1_K_0.2_18:bin.5	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Litoricolaceae;g__Litoricola;s__	N/A	N/A	N/A	N/A	N/A	GCA_012269655.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Litoricolaceae;g__Litoricola;s__Litoricola sp012269655	90.29	0.69	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Litoricolaceae;g__Litoricola;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCF_009650135.1, s__Litoricola lipolytica, 95.0, 78.11, 0.25	35.11	11	0.9939754375067416	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
megahit:Water_Saipan-shallow_Hellcat_8.5_1_O_-6.6_17.7:bin.1	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__DEV007;g__EC70;s__EC70 sp002684575	GCA_002684575.1	95.0	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__DEV007;g__EC70;s__EC70 sp002684575	95.94	0.73	GCA_002684575.1	95.0	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__DEV007;g__EC70;s__EC70 sp002684575	95.94	0.73	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__DEV007;g__EC70;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_013911195.1, s__EC70 sp013911195, 95.0, 92.81, 0.63; GCA_002696885.1, s__EC70 sp002696885, 95.0, 79.92, 0.33; GCA_902510815.1, s__EC70 sp902510815, 95.0, 79.32, 0.22; GCA_002705125.1, s__EC70 sp002705125, 95.0, 78.68, 0.29; GCA_902591645.1, s__EC70 sp902591645, 95.0, 76.97, 0.06; GCA_004211885.1, s__EC70 sp004211885, 95.0, 76.61, 0.09; GCA_014239335.1, s__EC70 sp014239335, 95.0, 76.41, 0.07; GCA_002708885.1, s__EC70 sp002708885, 95.0, 76.36, 0.1; GCA_012960505.1, s__EC70 sp012960505, 95.0, 76.22, 0.09; GCA_013213965.1, s__EC70 sp013213965, 95.0, 75.79, 0.06	60.6	11	N/A	N/A
